,WorldRank,NationalRank,Name,ARWU_university_ID,Country,TotalScore,Alumni,Award,HiCi,NS,PUB,PCP,item,GRID_ID,fuzz
The Imperial College of Science, Technology and Medicine
",The-Imperial-College-of-Science-Technology-and-Medicine,unitedkingdom,"42.6 

  ",16.6,37.2,41.5,"39.6

      

  ",62.7,34.5,,grid.7445.2,103

24,25,"19

  ","
University of Illinois at Urbana-Champaign
",University-of-Illinois-at-Urbana-Champaign,unitedstates,"42.5 

  ",34.3,36.5,43.9,"38.2

      

  ",57,27.4,http://www.wikidata.org/entity/Q457281,grid.35403.31,

25,26,"1

  ","
University of Toronto
",University-of-Toronto,canada,"41.9 

  ",22.8,19.2,38.9,"40.6

      

  ",79.5,27.2,http://www.wikidata.org/entity/Q180865,grid.17063.33,

26,27,"2

  ","
Kyoto University
",Kyoto-University,japan,"41.2 

  ",33.8,34.7,39.5,"35.5

      

  ",62.2,22.7,http://www.wikidata.org/entity/Q336264,grid.258799.8,

27,28,"20

  ","
University of Minnesota, Twin Cities
",University-of-Minnesota-Twin-Cities,unitedstates,"40.8 

  ",30,16.2,51,"36.8

      

  ",66.4,25.2,http://www.wikidata.org/entity/Q238101,grid.17635.36,

28,29,"21

  ","
New York University
",New-York-University,unitedstates,"38.8 

  ",32.2,24.4,42.1,"39.4

      

  ",55.4,22,http://www.wikidata.org/entity/Q49210,grid.137628.9,

29,30,"22

  ","
Northwestern University
",Northwestern-University,unitedstates,"38.7 

  ",17.6,22.1,48.4,"37.7

      

  ",57.8,26.2,http://www.wikidata.org/entity/Q309350,grid.16753.36,

30,31,"23

  ","
Washington University in St. Louis
",Washington-University-in-St-Louis,unitedstates,"38.1 

  ",21.2,25.9,38.9,"42.6

      

  ",54.4,25.1,http://www.wikidata.org/entity/Q777403,grid.4367.6,

31,32,"24

  ","
University of Colorado at Boulder
",University-of-Colorado-at-Boulder,unitedstates,"37.2 

  ",14.4,30.7,39.5,"42.2

      

  ",44.8,32,http://www.wikidata.org/entity/Q736674,grid.266190.a,

32,33,"25

  ","
Rockefeller University
",Rockefeller-University,unitedstates,"37.1 

  ",19.5,58.4,28.9,"42.5

      

  ",21.5,37.7,http://www.wikidata.org/entity/Q270272,grid.134907.8,

33,33,"25

  ","
University of California, Santa Barbara
",University-of-California-Santa-Barbara,unitedstates,"37.1 

  ",16.6,35.1,42.7,"34.8

      

  ",40.6,36.8,http://www.wikidata.org/entity/Q263064,grid.133342.4,

34,35,"27

  ","
Duke University
",Duke-University,unitedstates,"35.1 

  ",17.6,0,47,"40.9

      

  ",62.5,22,http://www.wikidata.org/entity/Q168751,grid.26009.3d,

35,35,"27

  ","
The University of Texas at Austin
",The-University-of-Texas-at-Austin,unitedstates,"35.1 

  ",18.6,16.6,45.6,"31.7

      

  ",55.2,24.1,http://www.wikidata.org/entity/Q49213,grid.89336.37,

36,37,"2

  ","
University of British Columbia
",University-of-British-Columbia,canada,"34.9 

  ",17.6,18.9,32.3,"31.8

      

  ",65.9,23.4,http://www.wikidata.org/entity/Q391028,grid.17091.3e,

37,38,"5

  ","
The University of Manchester
",The-University-of-Manchester,unitedkingdom,"34.8 

  ",21.2,33.9,28,"27.7

      

  ",56.6,23.8,http://www.wikidata.org/entity/Q230899,grid.5379.8,

38,38,"29

  ","
University of Maryland, College Park
",University-of-Maryland-College-Park,unitedstates,"34.8 

  ",22,19.9,41.5,"31.0

      

  ",52.8,25.7,http://www.wikidata.org/entity/Q503415,grid.164295.d,

39,40,"1

  ","
University of Paris Sud (Paris 11)
",University-of-Paris-Sud-(Paris-11),france,"34.6 

  ",32.2,53.9,16.1,"20.3

      

  ",49,24.8,http://www.wikidata.org/entity/Q1480643,grid.5842.b,

40,41,"2

  ","
Pierre and Marie  Curie University - Paris 6
",Pierre-and-Marie--Curie-University---Paris-6,france,"34.3 

  ",35.4,23.5,25,"30.1

      

  ",59.4,21.6,,grid.5805.8,103

41,42,"30

  ","
University of North Carolina at Chapel Hill
",University-of-North-Carolina-at-Chapel-Hill,unitedstates,"34.0 

  ",10.2,16.2,39.5,"31.8

      

  ",60.7,23.2,http://www.wikidata.org/entity/Q192334,grid.10698.36,

42,43,"1

  ","
University of Copenhagen
",University-of-Copenhagen,denmark,"33.7 

  ",25,24.1,25.5,"26.3

      

  ",57.8,34.5,http://www.wikidata.org/entity/Q186285,grid.5254.6,

43,44,"1

  ","
Karolinska Institute
",Karolinska-Institute,sweden,"33.5 

  ",25.6,27.2,32.3,"21.3

      

  ",50.5,37.3,http://www.wikidata.org/entity/Q219564,grid.4714.6,

44,45,"31

  ","
Pennsylvania State University - University Park
",Pennsylvania-State-University---University-Park,unitedstates,"32.1 

  ",11.8,0,46.2,"36.9

      

  ",55.5,22.2,http://www.wikidata.org/entity/Q739627,grid.29857.31,

45,46,"32

  ","
University of Southern California
",University-of-Southern-California,unitedstates,"32.0 

  ",0,26.7,39.5,"26.1

      

  ",53.2,19.6,http://www.wikidata.org/entity/Q4614,grid.42505.36,

46,47,"1

  ","
Technical University Munich
",Technical-University-Munich,germany,"31.8 

  ",39.9,23.5,25,"21.9

      

  ",48.1,31.8,http://www.wikidata.org/entity/Q157808,grid.6936.a,

47,48,"33

  ","
University of California, Davis
",University-of-California-Davis,unitedstates,"31.7 

  ",0,0,47.9,"33.5

      

  ",60.2,24.9,http://www.wikidata.org/entity/Q129421,grid.27860.3b,

48,48,"33

  ","
University of California, Irvine
",University-of-California-Irvine,unitedstates,"31.7 

  ",0,29.3,36.8,"25.9

      

  ",48.7,25.9,http://www.wikidata.org/entity/Q868421,grid.266093.8,

49,48,"1

  ","
Utrecht University
",Utrecht-University,netherlands,"31.7 

  ",26.3,20.9,29.8,"29.0

      

  ",48.2,25.8,http://www.wikidata.org/entity/Q221653,grid.5477.1,

50,51,"35

  ","
The University of Texas Southwestern Medical Center at Dallas
",The-University-of-Texas-Southwestern-Medical-Center-at-Dallas,unitedstates,"31.6 

  ",21.2,33.1,31.5,"29.4

      

  ",37.8,21.6,http://www.wikidata.org/entity/Q2725999,grid.267313.2,

51,52,"36

  ","
Vanderbilt University
",Vanderbilt-University,unitedstates,"31.3 

  ",17.6,29.5,31.5,"22.1

      

  ",50.5,18.4,http://www.wikidata.org/entity/Q29052,grid.152326.1,

52,53,"6

  ","
The University of Edinburgh
",The-University-of-Edinburgh,unitedkingdom,"31.2 

  ",23.5,16.6,27,"34.2

      

  ",50.3,23.5,http://www.wikidata.org/entity/Q160302,grid.4305.2,

53,54,"2

  ","
University of Munich
",University-of-Munich,germany,"30.9 

  ",29.4,22.8,16.1,"28.2

      

  ",52.4,31.8,http://www.wikidata.org/entity/Q55044,grid.5252.0,

54,55,"37

  ","
Carnegie Mellon University
",Carnegie-Mellon-University,unitedstates,"30.6 

  ",36.3,32.7,30.6,"16.4

      

  ",33.9,33.5,http://www.wikidata.org/entity/Q190080,grid.147455.6,

55,56,"2

  ","
University of Zurich
",University-of-Zurich,switzerland,"30.5 

  ",5.9,26.7,25.5,"29.4

      

  ",50.6,25.6,http://www.wikidata.org/entity/Q206702,grid.7400.3,

56,57,"1

  ","
The Hebrew University of Jerusalem
",The-Hebrew-University-of-Jerusalem,israel,"30.3 

  ",36.7,28.1,25,"20.0

      

  ",40.7,29.7,http://www.wikidata.org/entity/Q174158,grid.9619.7,

57,57,"38

  ","
University of Pittsburgh
",University-of-Pittsburgh,unitedstates,"30.3 

  ",21.2,0,42.1,"24.2

      

  ",60.8,18.1,,grid.21925.3d,100

58,59,"39

  ","
Rutgers, The State University of New Jersey - New Brunswick
",Rutgers-The-State-University-of-New-Jersey,unitedstates,"30.1 

  ",11.8,19.9,39.5,"26.5

      

  ",43.3,21.9,,grid.430387.b,103

59,60,"1

  ","
University of Melbourne
",University-of-Melbourne,australia,"30.0 

  ",19.5,14.1,25,"21.1

      

  ",62.1,26.8,,grid.1008.9,100

60,61,"40

  ","
Purdue University - West Lafayette
",Purdue-University---West-Lafayette,unitedstates,"29.9 

  ",15.6,23.2,29.8,"23.8

      

  ",50.1,20.5,http://www.wikidata.org/entity/Q217741,grid.169077.e,

61,62,"3

  ","
University of Heidelberg
",University-of-Heidelberg,germany,"29.6 

  ",15.6,27,19.1,"24.1

      

  ",50.4,30.4,,grid.7700.0,103

62,63,"41

  ","
The Ohio State University - Columbus
",The-Ohio-State-University---Columbus,unitedstates,"29.5 

  ",14.4,0,41.1,"26.2

      

  ",59.7,17.9,http://www.wikidata.org/entity/Q309331,grid.261331.4,

63,64,"3

  ","
McGill University
",McGill-University,canada,"29.4 

  ",31.1,0,32.3,"24.2

      

  ",58.2,24.5,http://www.wikidata.org/entity/Q201492,grid.14709.3b,

64,65,"42

  ","
Brown University
",Brown-University,unitedstates,"29.2 

  ",16.6,13.6,32.3,"29.5

      

  ",42.1,31.7,http://www.wikidata.org/entity/Q49114,grid.40263.33,

65,65,"2

  ","
Leiden University
",Leiden-University,netherlands,"29.2 

  ",20.4,15.4,28,"22.6

      

  ",49.4,32.8,http://www.wikidata.org/entity/Q156598,grid.5132.5,

66,67,"2

  ","
Uppsala University
",Uppsala-University,sweden,"29.0 

  ",20.4,32.1,14.4,"22.4

      

  ",48.8,25.5,http://www.wikidata.org/entity/Q185246,grid.8993.b,

67,68,"7

  ","
King's College London
",Kings-College-London,unitedkingdom,"28.9 

  ",14.4,23,30.6,"17.6

      

  ",50.4,22.8,http://www.wikidata.org/entity/Q245247,grid.13097.3c,

68,69,"3

  ","
Ecole Normale Superieure - Paris
",Ecole-Normale-Superieure---Paris,france,"28.7 

  ",54.2,24.4,12.5,"19.4

      

  ",27.4,57.2,http://www.wikidata.org/entity/Q83259,grid.5607.4,

69,70,"2

  ","
The Australian National University
",The-Australian-National-University,australia,"28.6 

  ",15.6,12.6,33.9,"26.3

      

  ",43.5,29.2,http://www.wikidata.org/entity/Q127990,grid.1001.0,

70,70,"8

  ","
University of Bristol
",University-of-Bristol,unitedkingdom,"28.6 

  ",8.3,17.8,28.4,"29.6

      

  ",45.6,26.7,http://www.wikidata.org/entity/Q459506,grid.5337.2,

71,72,"43

  ","
University of Florida
",University-of-Florida,unitedstates,"28.4 

  ",19.5,0,37.5,"19.7

      

  ",62.1,17.3,http://www.wikidata.org/entity/Q501758,grid.15276.37,

72,73,"3

  ","
University of Geneva
",University-of-Geneva,switzerland,"28.1 

  ",25,28.1,20.4,"25.6

      

  ",36.6,26.5,http://www.wikidata.org/entity/Q503473,grid.8591.5,

73,74,"1

  ","
University of Helsinki
",University-of-Helsinki,finland,"28.0 

  ",14.4,17.8,23.9,"20.8

      

  ",51.2,29.4,http://www.wikidata.org/entity/Q28695,grid.7737.4,

74,75,"1

  ","
University of Oslo
",University-of-Oslo,norway,"27.9 

  ",20.4,33.3,17.7,"14.9

      

  ",47.5,24.1,http://www.wikidata.org/entity/Q486156,grid.5510.1,

75,76,"44

  ","
Boston University
",Boston-University,unitedstates,"27.7 

  ",13.2,11.5,29.8,"25.8

      

  ",50.7,20.6,http://www.wikidata.org/entity/Q49110,grid.189504.1,

76,77,"1

  ","
Moscow State University
",Moscow-State-University,russia,"26.9 

  ",47.4,34.1,0,"10.1

      

  ",46.9,31.2,http://www.wikidata.org/entity/Q13164,grid.14476.30,

77,78,"45

  ","
Arizona State University - Tempe
",Arizona-State-University---Tempe,unitedstates,"26.7 

  ",0,19.9,27,"28.8

      

  ",44.4,18.5,,grid.215654.1,103

78,79,"46

  ","
University of Utah
",University-of-Utah,unitedstates,"26.5 

  ",0,11.5,30.6,"27.6

      

  ",47.1,23.3,http://www.wikidata.org/entity/Q168515,grid.223827.e,

79,80,"47

  ","
University of Arizona
",University-of-Arizona,unitedstates,"26.4 

  ",0,0,29.8,"37.1

      

  ",51,20.8,http://www.wikidata.org/entity/Q503419,grid.134563.6,

80,81,"3

  ","
Stockholm University
",Stockholm-University,sweden,"26.1 

  ",24.3,29.5,16.1,"19.1

      

  ",38.1,23.2,http://www.wikidata.org/entity/Q221645,grid.10548.38,

81,82,"48

  ","
Indiana University Bloomington
",Indiana-University-Bloomington,unitedstates,"25.9 

  ",11.8,22.7,26,"20.5

      

  ",40.8,19.5,http://www.wikidata.org/entity/Q1079140,grid.411377.7,

82,82,"3

  ","
Osaka University
",Osaka-University,japan,"25.9 

  ",10.2,0,27,"28.2

      

  ",56.9,16.8,http://www.wikidata.org/entity/Q651233,grid.136593.b,

83,84,"49

  ","
University of Rochester
",University-of-Rochester,unitedstates,"25.8 

  ",28.2,8.9,27,"22.8

      

  ",41.7,21.7,http://www.wikidata.org/entity/Q149990,grid.16416.34,

84,85,"9

  ","
University of Nottingham
",University-of-Nottingham,unitedkingdom,"25.7 

  ",13.2,19.9,23.9,"16.3

      

  ",48,20.2,http://www.wikidata.org/entity/Q472316,grid.4563.4,

85,86,"2

  ","
Aarhus University
",Aarhus-University,denmark,"25.4 

  ",13.2,22.1,7.2,"24.3

      

  ",49.3,27.9,http://www.wikidata.org/entity/Q924265,grid.7048.b,

86,86,"3

  ","
The University of Queensland
",The-University-of-Queensland,australia,"25.4 

  ",14.4,0,20.4,"24.4

      

  ",58.1,25.9,http://www.wikidata.org/entity/Q866012,grid.1003.2,

87,86,"4

  ","
University of Goettingen
",University-of-Goettingen,germany,"25.4 

  ",31.1,19.9,16.1,"18.9

      

  ",40.1,25.7,http://www.wikidata.org/entity/Q152838,grid.7450.6,

88,89,"1

  ","
Ghent University
",Ghent-University,belgium,"25.3 

  ",5.9,15.4,17.7,"16.8

      

  ",55.2,29.8,http://www.wikidata.org/entity/Q1137665,grid.5342.0,

89,89,"4

  ","
McMaster University
",McMaster-University,canada,"25.3 

  ",14.4,18.9,23.9,"16.7

      

  ",45.2,21.9,http://www.wikidata.org/entity/Q632891,grid.25073.33,

90,89,"4

  ","
University of Basel
",University-of-Basel,switzerland,"25.3 

  ",22,17,23.4,"18.0

      

  ",36.9,33,http://www.wikidata.org/entity/Q372608,grid.6612.3,

91,92,"50

  ","
Michigan State University
",Michigan-State-University,unitedstates,"25.1 

  ",10.2,0,36.8,"19.5

      

  ",51.5,17.9,http://www.wikidata.org/entity/Q270222,grid.17088.36,

92,93,"51

  ","
Rice University
",Rice-University,unitedstates,"24.8 

  ",18.6,21.8,21.7,"23.2

      

  ",29.9,29.4,http://www.wikidata.org/entity/Q842909,grid.21940.3e,

93,94,"4

  ","
Nagoya University
",Nagoya-University,japan,"24.7 

  ",25,14.1,16.1,"22.4

      

  ",44.8,20.4,http://www.wikidata.org/entity/Q1191132,grid.27476.30,

94,94,"5

  ","
University of Bonn
",University-of-Bonn,germany,"24.7 

  ",17.6,19.9,14.4,"23.9

      

  ",40.4,25.1,http://www.wikidata.org/entity/Q152171,grid.10388.32,

95,96,"4

  ","
University of Sydney
",University-of-Sydney,australia,"24.5 

  ",16.6,0,19.1,"19.0

      

  ",60.5,23.6,http://www.wikidata.org/entity/Q487556,grid.1013.3,

96,97,"52

  ","
Case Western Reserve University
",Case-Western-Reserve-University,unitedstates,"24.4 

  ",34.8,11.5,21.7,"16.6

      

  ",40,22.3,http://www.wikidata.org/entity/Q1047060,grid.67105.35,

97,97,"10

  ","
The University of Sheffield
",The-University-of-Sheffield,unitedkingdom,"24.4 

  ",20.4,14.1,21,"18.7

      

  ",43.6,21.8,http://www.wikidata.org/entity/Q823917,grid.11835.3e,

98,97,"5

  ","
Tohoku University
",Tohoku-University,japan,"24.4 

  ",16.6,0,21.7,"22.1

      

  ",55.9,21,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,

99,100,"53

  ","
Texas A&M; University - College Station
",Texas-AM-University---College-Station,unitedstates,"24.2 

  ",0,0,33.9,"19.9

      

  ",53.8,19.8,,grid.264756.4,103

100,100,"6

  ","
University of Frankfurt
",University-of-Frankfurt,germany,"24.2 

  ",34.8,8.9,19.1,"19.7

      

  ",39.8,25.4,http://www.wikidata.org/entity/Q50662,grid.7839.5,

101,102-150,"4-6

  ","
Aix-Marseille University
",Aix-Marseille-University,france,"
",15.6,0,16.1,"22.4

      

  ",44.3,15.3,http://www.wikidata.org/entity/Q2302586,grid.5399.6,

102,102-150,"54-68

  ","
Baylor College of Medicine
",Baylor-College-of-Medicine,unitedstates,"
",0,0,19.1,"32.7

      

  ",40.5,19.6,http://www.wikidata.org/entity/Q2892284,grid.39382.33,

103,102-150,"2-3

  ","
Catholic University of Leuven
",Catholic-University-of-Leuven,belgium,"
",0,0,22.8,"16.3

      

  ",52.5,24.9,,grid.5596.f,103

104,102-150,"2-3

  ","
Catholic University of Louvain
",Catholic-University-of-Louvain,belgium,"
",11.8,13.6,17.7,"11.4

      

  ",40.7,26.9,http://www.wikidata.org/entity/Q378134,grid.7942.8,

105,102-150,"54-68

  ","
Emory University
",Emory-University,unitedstates,"
",0,0,32.3,"24.8

      

  ",50.8,17.7,http://www.wikidata.org/entity/Q621043,grid.189967.8,

106,102-150,"54-68

  ","
Georgia Institute of Technology
",Georgia-Institute-of-Technology,unitedstates,"
",14.4,0,26,"22.6

      

  ",43.8,25.2,http://www.wikidata.org/entity/Q864855,grid.213917.f,

107,102-150,"6-7

  ","
Hokkaido University
",Hokkaido-University,japan,"
",13.2,16.2,16.1,"16.5

      

  ",45.6,15.9,http://www.wikidata.org/entity/Q1057199,grid.39158.36,

108,102-150,"11-15

  ","
London School of Economics and Political Science
",London-School-of-Economics-and-Political-Science,unitedkingdom,"
",22.8,16.2,16.1,"
",28,25.9,http://www.wikidata.org/entity/Q174570,grid.13063.37,

109,102-150,"4

  ","
Lund University
",Lund-University,sweden,"
",24.3,0,25,"17.2

      

  ",49.6,20.8,http://www.wikidata.org/entity/Q218506,grid.4514.4,

110,102-150,"54-68

  ","
Mayo Medical School
",Mayo-Medical-School,unitedstates,"
",0,0,25,"15.1

      

  ",47.7,25.8,http://www.wikidata.org/entity/Q48977467,grid.66875.3a,103

111,102-150,"1

  ","
National Taiwan University
",National-Taiwan-University,"taiwan,china","
",13.2,0,17.7,"12.7

      

  ",58.8,19.2,http://www.wikidata.org/entity/Q32746,grid.19188.39,

112,102-150,"1

  ","
National University of Singapore
",National-University-of-Singapore,singapore,"
",0,0,10.2,"16.3

      

  ",58.1,28.2,http://www.wikidata.org/entity/Q738236,grid.4280.e,

113,102-150,"54-68

  ","
Oregon State University
",Oregon-State-University,unitedstates,"
",11.8,0,27,"22.2

      

  ",33.1,21.6,http://www.wikidata.org/entity/Q861888,grid.4391.f,

114,102-150,"3-6

  ","
Radboud University Nijmegen
",Radboud-University-Nijmegen,netherlands,"
",18.6,0,10.2,"17.4

      

  ",49.4,30.3,http://www.wikidata.org/entity/Q632004,grid.5590.9,

115,102-150,"1

  ","
Seoul National University
",Seoul-National-University,southkorea,"
",0,0,7.2,"14.5

      

  ",66.7,21.2,http://www.wikidata.org/entity/Q39913,grid.31501.36,

116,102-150,"5

  ","
Swiss Federal Institute of Technology of Lausanne
",Swiss-Federal-Institute-of-Technology-of-Lausanne,switzerland,"
",0,0,23.9,"22.6

      

  ",39.8,33,,grid.5333.6,103

117,102-150,"2-4

  ","
Technion-Israel Institute of Technology
",Technion-Israel-Institute-of-Technology,israel,"
",16.6,23,16.1,"13.4

      

  ",36.5,22.8,http://www.wikidata.org/entity/Q333705,grid.6451.6,

118,102-150,"2-4

  ","
Tel Aviv University
",Tel-Aviv-University,israel,"
",0,0,23.9,"15.6

      

  ",49.2,26.2,http://www.wikidata.org/entity/Q319239,grid.12136.37,

119,102-150,"54-68

  ","
The University of Georgia
",The-University-of-Georgia,unitedstates,"
",0,0,27,"21.1

      

  ",44.1,18.3,http://www.wikidata.org/entity/Q761534,grid.213876.9,

120,102-150,"5

  ","
The University of Western Australia
",The-University-of-Western-Australia,australia,"
",15.6,14.1,22.8,"13.9

      

  ",42.2,25.7,http://www.wikidata.org/entity/Q1517021,grid.1012.2,

121,102-150,"6-7

  ","
Tokyo Institute of Technology
",Tokyo-Institute-of-Technology,japan,"
",14.4,0,21.7,"21.8

      

  ",41.3,25.7,http://www.wikidata.org/entity/Q587326,grid.32197.3e,

122,102-150,"54-68

  ","
Tufts University
",Tufts-University,unitedstates,"
",16.6,16.6,22.8,"15.1

      

  ",36.7,25.1,http://www.wikidata.org/entity/Q49120,grid.429997.8,

123,102-150,"5-6

  ","
University of Alberta
",University-of-Alberta,canada,"
",13.2,0,21.7,"19.4

      

  ",55.7,20.7,http://www.wikidata.org/entity/Q640694,grid.17089.37,

124,102-150,"3-6

  ","
University of Amsterdam
",University-of-Amsterdam,netherlands,"
",5.9,0,19.1,"21.1

      

  ",52.7,26.1,http://www.wikidata.org/entity/Q214341,grid.7177.6,

125,102-150,"11-15

  ","
University of Birmingham
",University-of-Birmingham,unitedkingdom,"
",21.2,10.9,21.7,"16.1

      

  ",45.8,20.8,http://www.wikidata.org/entity/Q223429,grid.6572.6,

126,102-150,"54-68

  ","
University of California, Riverside
",University-of-California-Riverside,unitedstates,"
",14.4,0,27,"28.6

      

  ",33.3,26.9,http://www.wikidata.org/entity/Q1075148,grid.266097.c,

127,102-150,"54-68

  ","
University of California, Santa Cruz
",University-of-California-Santa-Cruz,unitedstates,"
",0,0,28.9,"34.3

      

  ",29.8,31.2,http://www.wikidata.org/entity/Q1047293,grid.205975.c,

128,102-150,"54-68

  ","
University of Delaware
",University-of-Delaware,unitedstates,"
",11.8,16.2,22.8,"12.7

      

  ",32.3,18.9,http://www.wikidata.org/entity/Q1068072,grid.33489.35,

129,102-150,"7-10

  ","
University of Freiburg
",University-of-Freiburg,germany,"
",21.2,20.9,15.3,"21.1

      

  ",37.1,24,http://www.wikidata.org/entity/Q153987,grid.5963.9,

130,102-150,"3-6

  ","
University of Groningen
",University-of-Groningen,netherlands,"
",0,19.9,17.7,"16.6

      

  ",48.9,27.4,http://www.wikidata.org/entity/Q850730,grid.4830.f,

131,102-150,"54-68

  ","
University of Hawaii at Manoa
",University-of-Hawaii-at-Manoa,unitedstates,"
",0,0,26,"27.5

      

  ",37.2,18.4,http://www.wikidata.org/entity/Q2000129,grid.410445.0,

132,102-150,"54-68

  ","
University of Iowa
",University-of-Iowa,unitedstates,"
",0,0,30.6,"23.9

      

